編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSPPLOKQHKGFFB09DA,坡道平面,1010000,24.74,二樓含以上
RPVQNLOLRHKGFFB86DA,坡道平面,1020000,24.74,二樓含以上
RPTNPLOKQHKGFFB98DA,坡道平面,950000,24.74,二樓含以上
RPOVMLMJIIKGFFB97DA,坡道平面,1000000,24.74,二樓含以上
RPQSNLOKQHKGFFB98DA,坡道平面,1050000,24.74,二樓含以上
RPXNMLSJRHKGFFB86DA,坡道平面,1000000,24.74,地下二樓
RPSTQLLJRHKGFFB66DA,坡道平面,1000000,24.74,二樓含以上
RPVOMLLLIIKGFFB08DA,坡道平面,1150000,23.76,地下二樓
RPOSPLOKQHKGFFB98DA,坡道平面,1000000,24.74,地下二樓
RPPTMLNLRHKGFBB58DA,坡道平面,1600000,24.79,地下二樓
RPRNMLNLIIKGFDB57DA,坡道機械,0,20.13,地下二樓
RPTNMLNJJIKGFKB38DA,坡道平面,1750000,27.19,地下二樓
RPSNMLKMIIKGFKB18DA,坡道平面,1850000,27.19,地下一樓
RPROMLSJIIKGFKB68DA,坡道平面,1900000,27.19,地下一樓
RPUNMLNLIIKGFDB87DA,坡道機械,0,20.13,地下二樓
RPUPMLRLIIKGFDB48DA,坡道平面,0,29.78,地下一樓
RPUPMLRLIIKGFDB48DA,坡道機械,0,20.13,地下二樓
RPROMLMKIIKGFIB97DA,坡道平面,1100000,26.04,地下二樓
RPROMLMKIIKGFIB97DA,坡道平面,1100000,26.04,地下二樓
RPUNMLRLIIKGFDB28DA,坡道機械,0,20.13,地下二樓
RPSOMLMKIIKGFIB08DA,坡道平面,1200000,26.04,地下一樓
RPSOMLMKIIKGFIB08DA,坡道平面,1200000,26.04,地下一樓
RPRNMLRLIIKGFDB97DA,坡道機械,0,20.13,地下二樓
RPWOPLOKQHKGFFB76DA,坡道平面,950000,24.74,二樓含以上
RPSQMLTLIIKGFKB66DA,坡道平面,1900000,27.19,地下一樓
RPPOMLOLIIKGFIB08DA,坡道平面,1200000,26.04,地下一樓
RPWWPLOKQHKGFFB57DA,坡道平面,1050000,24.74,二樓含以上
RPOOMLRLIIKGFDB77DA,坡道機械,0,20.13,地下二樓
RPPOMLRLIIKGFDB87DA,坡道機械,0,20.13,地下二樓
RPPNMLRJIIKGFKB28DA,坡道平面,1750000,27.19,地下二樓
RPWSQLLJRHKGFFB96DA,坡道平面,1000000,24.74,地下二樓
RPQPMLRLIIKGFDB08DA,坡道平面,0,29.78,地下二樓
RPWQMLRLIIKGFDB78DA,坡道機械,0,20.13,地下二樓
RPTRMLRLIIKGFDB58DA,坡道機械,0,20.13,地下二樓
RPVRMLRLIIKGFDB78DA,坡道平面,0,29.78,地下一樓
RPVRMLRLIIKGFDB78DA,坡道平面,0,29.78,地下一樓
RPXOMLRLIIKGFDB68DA,坡道機械,0,20.13,地下二樓
RPURMLQJJIKGFBB28DA,坡道平面,1800000,35.07,地下二樓
RPUQMLQJJIKGFBB18DA,坡道平面,1900000,43.59,地下三樓
RPUQMLQJJIKGFBB18DA,坡道平面,2200000,57.35,地下三樓
RPTRMLQJJIKGFBB18DA,坡道平面,1800000,43.59,地下四樓
RPXTPLOKQHKGFFB37DA,坡道平面,1000000,24.74,二樓含以上
RPQTQLLJRHKGFFB09DA,坡道平面,910000,24.74,地下三樓
RPQOMLLKJIKGFKB08DA,坡道平面,1750000,27.19,地下二樓
RPUOMLSJIIKGFKB98DA,坡道平面,1800000,27.19,地下二樓
RPPNMLNKJIKGFKB08DA,坡道平面,1900000,27.19,地下一樓
RPUQMLKLIIKGFFB08DA,坡道平面,950000,24.97,地下四樓
RPPVPLOKQHKGFFB76DA,坡道平面,1010000,24.74,地下一樓
RPRONLPJJIKGFFB08DA,坡道平面,1200000,24.97,地下二樓
RPQPQLLJRHKGFFB68DA,一樓平面,1010000,24.74,一樓
RPUOMLRLIIKGFFB58DA,坡道平面,1200000,24.97,地下二樓
RPTOMLRLIIKGFAB97DA,坡道平面,1600000,33.08,地下四樓
RPUPMLTKJIKGFBB48DA,坡道平面,1500000,29.79,地下三樓
RPUPMLTKJIKGFBB48DA,坡道平面,1500000,29.79,地下三樓
RPSNMLNKJIKGFAB37DA,坡道平面,1750000,29.87,地下五樓含以下
RPXONLPJJIKGFFB68DA,坡道平面,950000,24.97,地下四樓
RPQOMLRLIIKGFAB67DA,坡道平面,1600000,39.53,地下四樓
RPPNNLMLIIKGFFB57DA,坡道平面,870000,24.74,二樓含以上
RPRVNLRKJIKGFCB78DA,坡道平面,2500000,29.35,地下二樓
RPSWMLMLIIKGFFB68DA,坡道平面,950000,24.74,地下三樓
RPQQMLRLIIKGFDB18DA,坡道機械,0,20.13,地下二樓
RPROMLTKJIKGFCB18DA,坡道平面,0,30.36,地下四樓
RPROMLTKJIKGFCB18DA,坡道平面,0,30.36,地下四樓
RPSOMLTKJIKGFCB28DA,坡道平面,0,30.36,地下四樓
RPSOMLTKJIKGFCB28DA,坡道平面,0,30.36,地下四樓
RPWOMLRLJIKGFKB76DA,坡道平面,1800000,27.19,地下二樓
RPVVMLMLIIKGFFB88DA,坡道平面,1100000,24.74,地下二樓
RPXRMLQLJIKGFFB56DA,坡道平面,950000,25.46,地下四樓
RPQRPLOKQHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPSRMLQLJIKGFFB68DA,坡道平面,1300000,24.97,地下一樓
RPSPMLQLJIKGFFB48DA,坡道平面,1200000,24.97,地下二樓
RPQNMLPJRHKGFHB68DA,坡道平面,1550000,28.17,地下二樓
RPPSQLMJQHKGFFB88DA,坡道平面,1000000,24.74,地下二樓
RPRNMLPJRHKGFHB78DA,坡道平面,1650000,28.17,地下一樓
RPTWQLMJQHKGFFB07DA,坡道平面,1000000,24.74,二樓含以上
RPOQQLLJRHKGFFB58DA,一樓平面,1150000,24.74,一樓
RPRQRLMJQHKGFFB98DA,一樓平面,1050000,24.74,一樓
RPQWQLMJQHKGFFB76DA,坡道平面,1050000,24.74,地下一樓
RPPWQLMJQHKGFFB66DA,坡道平面,1000000,24.74,二樓含以上
RPRRMLQJJIKGFFB38DA,坡道平面,960000,24.74,地下二樓
RPONRLMJQHKGFFB38DA,坡道平面,950000,24.74,二樓含以上
RPOTMLKMIIKGFFB87DA,坡道平面,1000000,24.74,地下二樓
RPQSRLMJQHKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPSNMLLKRHKGFJB78DA,坡道平面,1500000,27.40,地下三樓
RPPOMLNLQHKGFAB87DA,坡道平面,1800000,32.75,地下三樓
RPRNMLOLQHKGFAB08DA,坡道平面,1800000,32.75,地下三樓
RPRPMLNLQHKGFAB18DA,坡道平面,1750000,32.75,地下三樓
RPONNLMLRHKGFBB87DA,坡道機械,850000,18.85,地下四樓
RPWNMLOLQHKGFAB58DA,坡道平面,1950000,32.75,地下二樓
RPUNMLOLQHKGFAB38DA,坡道平面,1950000,32.75,地下二樓
RPXQMLQJJIKGFFB88DA,坡道平面,960000,24.74,二樓含以上
RPPOMLOLQHKGFAB97DA,坡道平面,2000000,32.75,地下一樓
RPSPMLPKRHKGFFB98DA,坡道平面,850000,27.67,地下一樓
RPWOMLPLQHKGFAB78DA,坡道平面,1800000,29.87,地下四樓
RPTOMLKKRHKGFAB97DA,坡道平面,1800000,29.87,地下四樓
RPPPMLPLQHKGFAB18DA,坡道平面,1750000,29.87,地下五樓含以下
RPRPMLPLQHKGFAB38DA,坡道平面,1800000,29.87,地下四樓
RPPNMLTLQHKGFKB76DA,坡道平面,1750000,27.19,地下二樓
RPQPMLPLQHKGFAB28DA,坡道平面,1750000,29.87,地下五樓含以下
RPTNMLNKRHKGFAB18DA,坡道平面,2000000,30.03,地下二樓
RPUTMLKMIIKGFFB48DA,坡道平面,1050000,24.74,地下一樓
RPQNMLTLQHKGFKB86DA,坡道平面,1750000,27.19,地下二樓
RPPORLMJQHKGFFB58DA,坡道平面,1000000,24.74,地下二樓
RPRNMLTLQHKGFKB96DA,坡道平面,1850000,27.19,地下一樓
RPWRQLMJQHKGFFB86DA,坡道平面,1000000,24.74,地下二樓
RPSNMLTLQHKGFKB07DA,坡道平面,1850000,27.19,地下一樓
RPWOMLTLQHKGFKB57DA,坡道平面,1800000,27.19,地下二樓
RPOPMLTLQHKGFKB86DA,坡道平面,1800000,27.19,地下二樓
RPQPMLTLQHKGFKB07DA,坡道平面,1700000,27.19,地下二樓
RPQNMLLLPHKGFGB18DA,坡道平面,1100000,32.23,地下二樓
RPQNMLLLPHKGFGB18DA,坡道平面,1100000,32.23,地下二樓
RPSNNLSJQHKGFFB98DA,坡道機械,700000,10.92,地下二樓
RPQNMLMJRHKGFKB68DA,坡道平面,1750000,27.19,地下二樓
RPTNMLRKRHKGFKB96DA,坡道平面,1800000,27.19,地下二樓
RPRNRLMJQHKGFFB68DA,坡道平面,950000,24.74,地下三樓
RPXNMLRKRHKGFKB37DA,坡道平面,1750000,27.19,地下二樓
RPWNMLRKRHKGFKB27DA,坡道平面,1750000,27.19,地下二樓
RPUNMLRKRHKGFKB07DA,坡道平面,1900000,27.19,地下一樓
RPTOMLRKRHKGFKB07DA,坡道平面,1800000,27.19,地下二樓
RPSNMLPLQHKGFHB98DA,坡道平面,1450000,28.17,地下三樓
RPPNMLSKRHKGFKB66DA,坡道平面,1800000,27.19,地下二樓
RPUOMLRKRHKGFKB17DA,坡道平面,1900000,27.19,地下一樓
RPVNMLSKRHKGFHB96DA,坡道平面,1450000,28.17,地下三樓
RPPOMLMKRHKGFAB77DA,坡道機械,1450000,12.48,地下三樓
RPRSQLMJQHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPURMLLKRHKGFFB98DA,坡道機械,700000,12.59,地下一樓
RPTRMLNLQHKGFAB58DA,坡道平面,2100000,32.75,地下一樓
RPPRMLLKRHKGFFB48DA,坡道平面,1500000,25.15,地下一樓
RPSNMLNKRHKGFIB88DA,坡道平面,1100000,26.04,地下二樓
RPSNMLNKRHKGFIB88DA,坡道平面,1100000,26.04,地下二樓
RPSOMLSKQHKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPTSQLLJRHKGFFB66DA,坡道平面,1000000,24.74,地下二樓
RPRVMLTJRHKGFIB47DA,坡道平面,1100000,26.04,地下二樓
RPRPQLOKQHKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPXSPLOKQHKGFFB27DA,坡道平面,1050000,24.74,地下一樓
RPUPMLSKRHKGFIB17DA,坡道平面,1100000,26.04,地下二樓
RPUPMLSKRHKGFIB17DA,坡道平面,1050000,26.04,地下二樓
RPWUMLTJRHKGFIB87DA,坡道平面,1100000,26.04,地下二樓
RPQNMLKLRHKGFIB48DA,坡道平面,1200000,26.04,地下一樓
RPQNMLKLRHKGFIB48DA,坡道平面,1200000,26.04,地下一樓
RPUSMLSKRHKGFIB47DA,坡道平面,1100000,26.04,地下二樓
RPOOMLSLRHKGFCB58DA,坡道平面,2400000,29.87,地下三樓
RPOOMLOJRHKGFAB77DA,坡道平面,2000000,30.03,地下二樓
RPUNMLMLOHKGFAB97DA,坡道平面,1900000,30.03,地下三樓
RPRNMLSJIIKGFKB58DA,坡道平面,1850000,27.19,地下一樓
RPROMLMKQHKGFCB08DA,坡道平面,2600000,29.87,地下一樓
RPSNMLSJIIKGFKB68DA,坡道平面,1750000,27.19,地下二樓
RPVQMLLJIIKGFBB67DA,坡道平面,1400000,24.79,地下三樓
RPRUMLRKRHKGFFB96DA,一樓平面,1050000,24.74,一樓
RPQNMLSKRHKGFKB76DA,坡道平面,1800000,27.19,地下二樓
RPRQMLLKRHKGFFB58DA,坡道平面,910000,24.74,地下三樓
RPVNMLSJIIKGFKB98DA,坡道平面,1750000,27.19,地下二樓
RPPOMLTLQHKGFKB86DA,坡道平面,1750000,27.19,地下二樓
RPVTMLRKRHKGFFB27DA,坡道平面,950000,24.74,二樓含以上
RPSOMLSJIIKGFKB78DA,坡道平面,1750000,27.19,地下二樓
RPRPQLLJRHKGFFB78DA,坡道平面,1050000,24.74,地下一樓
RPWTMLRKRHKGFFB37DA,坡道平面,1000000,24.74,地下二樓
RPWOMLSJIIKGFKB56DA,坡道平面,0,27.19,地下一樓
RPWOMLSJIIKGFKB56DA,坡道平面,0,27.19,地下一樓
RPOPMLSJIIKGFKB48DA,坡道平面,1800000,27.19,地下二樓
RPSUPLOKQHKGFFB96DA,坡道平面,1000000,24.74,地下二樓
RPVSPLOKQHKGFFB07DA,坡道平面,950000,24.74,二樓含以上
RPVTPLOKQHKGFFB17DA,坡道平面,830000,24.74,二樓含以上
RPVUNLOLRHKGFFB27DA,坡道平面,950000,24.74,地下三樓
RPOUNLOLRHKGFFB56DA,坡道平面,1000000,24.74,二樓含以上
RPROMLPKIIKGFBB57DA,坡道平面,1800000,43.59,地下四樓
RPVNMLMKIIKGFAB47DA,坡道平面,2000000,30.03,地下二樓
RPWNMLPKIIKGFBB97DA,坡道平面,2000000,43.59,地下二樓
RPOPMLPKIIKGFBB37DA,坡道平面,1800000,43.59,地下四樓
RPUNMLKKIIKGFAB17DA,坡道平面,1800000,29.87,地下四樓
RPVNMLKKIIKGFAB27DA,坡道平面,1800000,29.87,地下四樓
RPPPMLPKIIKGFBB47DA,坡道平面,2000000,43.59,地下二樓
RPPPMLPKIIKGFBB47DA,坡道平面,1600000,43.59,地下四樓
RPTOMLPKIIKGFBB77DA,坡道平面,1900000,43.59,地下三樓
RPWPMLQKIIKGFBB28DA,坡道平面,1900000,43.59,地下四樓
RPRPMLPKIIKGFBB67DA,坡道平面,1900000,43.59,地下三樓
RPTUMLMJIIKGFFB38DA,坡道平面,1000000,24.74,地下二樓
RPOQMLQKIIKGFBB57DA,坡道平面,2000000,43.59,地下二樓
RPTPMLTLRHKGFFB96DA,坡道平面,1300000,29.99,地下一樓
RPPQMLPKIIKGFBB57DA,坡道平面,2000000,39.88,地下二樓
RPVNMLQKIIKGFBB97DA,坡道平面,1800000,35.07,地下二樓
RPQQMLPKIIKGFBB67DA,坡道平面,1900000,35.07,地下二樓
RPUPMLPKIIKGFBB97DA,坡道平面,1800000,35.07,地下二樓
RPSPMLQKIIKGFBB87DA,坡道平面,1800000,35.07,地下二樓
RPSPMLQKIIKGFBB87DA,坡道平面,1900000,35.07,地下三樓
RPXPMLPKIIKGFBB28DA,坡道平面,1900000,35.07,地下二樓
RPRPMLQKIIKGFBB77DA,坡道平面,1900000,35.07,地下一樓
RPRPMLQKIIKGFBB77DA,坡道平面,2000000,35.07,地下一樓
RPROMLQKIIKGFBB67DA,坡道平面,1700000,35.07,地下三樓
RPQQMLQKIIKGFBB77DA,坡道平面,1900000,43.59,地下三樓
RPOTMLRKRHKGFFB56DA,坡道平面,1050000,24.74,地下一樓
RPXPPLOKQHKGFFB96DA,坡道平面,910000,24.74,地下三樓
RPWVNLOLRHKGFFB47DA,坡道平面,950000,24.74,二樓含以上
RPTPMLQKIIKGFBB97DA,坡道平面,1700000,35.07,地下三樓
RPTPMLQKIIKGFBB97DA,坡道平面,1800000,35.07,地下三樓
RPRRPLOKQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPTTPLOKQHKGFFB96DA,坡道平面,1000000,24.74,地下二樓
RPOWMLTJIIKGFFB78DA,坡道平面,950000,24.74,地下三樓
RPXOPLOKQHKGFFB86DA,坡道平面,910000,24.74,二樓含以上
RPRTQLLJRHKGFFB56DA,坡道平面,950000,24.74,二樓含以上
RPRVNLOLRHKGFFB96DA,一樓平面,1050000,24.74,一樓
RPOQPLOKQHKGFFB78DA,坡道平面,1000000,24.74,地下二樓
RPVWOLOKQHKGFFB37DA,坡道平面,1000000,24.74,地下二樓
RPRPQLMJQHKGFFB78DA,坡道平面,960000,24.74,地下二樓
RPQVMLMJIIKGFFB18DA,坡道平面,1000000,24.74,地下二樓
RPPVMLMJIIKGFFB08DA,坡道平面,1000000,24.74,地下二樓
RPSQPLOKQHKGFFB56DA,坡道平面,1000000,24.74,二樓含以上
RPTNQLOKQHKGFFB09DA,一樓平面,1050000,24.74,一樓
RPVPMLSJIIKGFIB98DA,坡道平面,1200000,26.04,地下一樓
RPSRQLMJQHKGFFB09DA,坡道平面,1000000,24.74,二樓含以上
RPQVOLOKQHKGFFB76DA,坡道平面,1000000,24.74,地下二樓
RPOWNLOLRHKGFFB76DA,坡道平面,910000,24.74,地下三樓
RPUTMLNLRHKGFBB09DA,坡道平面,1400000,24.79,地下三樓
RPPQMLMLIIKGFBB37DA,坡道平面,1400000,24.79,地下三樓
RPTNMLOLIIKGFIB38DA,坡道平面,1100000,26.04,地下二樓
RPTNMLOLIIKGFIB38DA,坡道平面,1100000,26.04,地下二樓
RPPNMLNLIIKGFBB17DA,坡道平面,1500000,24.79,地下二樓
RPPOMLSJIIKGFKB48DA,坡道平面,1750000,27.19,地下二樓
RPUVMLTJIIKGFFB66DA,坡道平面,950000,24.74,地下三樓
RPUNMLLJRHKGFKB98DA,坡道平面,1900000,27.19,地下一樓
RPQPMLTLIIKGFKB98DA,坡道平面,1850000,27.19,地下一樓
RPRPMLTLIIKGFKB09DA,坡道平面,1750000,27.19,地下二樓
RPTQQLLJRHKGFFB09DA,一樓平面,1050000,24.74,一樓
RPVWPLLJRHKGFFB17DA,坡道平面,1050000,24.74,地下一樓
RPVNMLNJJIKGFKB58DA,坡道平面,1900000,27.19,地下一樓
RPVNMLNJJIKGFKB58DA,坡道平面,1850000,27.19,地下一樓
RPQNMLRLIIKGFDB87DA,坡道機械,0,20.13,地下二樓
RPUPMLTLIIKGFKB76DA,坡道平面,1800000,27.19,地下二樓
RPXNMLNJJIKGFKB78DA,坡道平面,1850000,27.19,地下一樓
RPXNMLNJJIKGFKB78DA,坡道平面,1800000,27.19,地下二樓
RPWPMLTLIIKGFKB96DA,坡道平面,1750000,27.19,地下二樓
RPVQMLNLQHKGFAB68DA,坡道平面,1950000,32.75,地下二樓
RPPQMLTLIIKGFKB98DA,坡道平面,1700000,27.19,地下二樓
RPVNMLNLIIKGFDB97DA,坡道平面,0,29.78,地下一樓
RPVNMLNLIIKGFDB97DA,坡道機械,0,20.13,地下二樓
RPTPMLTLIIKGFKB66DA,坡道平面,1750000,27.19,地下二樓
RPRQMLTLIIKGFKB56DA,坡道平面,1800000,27.19,地下二樓
RPVNQLOKQHKGFFB66DA,坡道平面,950000,24.74,地下三樓
RPVNMLRLIIKGFDB38DA,坡道機械,0,20.13,地下二樓
RPTPMLRLIIKGFDB38DA,坡道機械,0,20.13,地下二樓
RPXTMLTJIIKGFFB76DA,坡道平面,1000000,24.74,地下二樓
RPOQMLRLIIKGFDB97DA,坡道機械,0,20.13,地下二樓
RPPWMLTJIIKGFFB88DA,坡道平面,1000000,24.74,地下二樓
RPVOMLRLIIKGFDB48DA,坡道平面,0,29.78,地下一樓
RPOPMLRLIIKGFDB87DA,坡道平面,0,29.78,地下一樓
RPWPMLRLIIKGFDB68DA,坡道機械,0,20.13,地下二樓
RPVPMLRLIIKGFDB58DA,坡道機械,0,20.13,地下二樓
RPQOMLRLIIKGFDB97DA,坡道機械,0,20.13,地下二樓
RPWOMLRLIIKGFDB58DA,坡道機械,0,20.13,地下二樓
RPRQQLLJRHKGFFB88DA,坡道平面,950000,24.74,地下三樓
RPVQMLRLIIKGFDB68DA,坡道機械,0,20.13,地下二樓
RPTQMLRLIIKGFDB48DA,坡道機械,0,20.13,地下二樓
RPORMLRLIIKGFDB08DA,坡道平面,0,29.78,地下一樓
RPVVOLOKQHKGFFB27DA,坡道平面,950000,24.74,二樓含以上
RPRRMLRLIIKGFDB38DA,坡道機械,0,20.13,地下二樓
RPRWMLLJRHKGFCB78DA,坡道平面,1900000,28.89,地下一樓
RPRWMLLJRHKGFCB78DA,坡道平面,1800000,26.47,地下一樓
RPRWMLLJRHKGFCB78DA,坡道平面,1800000,26.47,地下一樓
RPRWMLLJRHKGFCB78DA,坡道平面,1650000,24.36,地下一樓
RPRWOLOKQHKGFFB96DA,坡道平面,950000,24.74,二樓含以上
RPXQMLRLIIKGFDB88DA,坡道機械,0,20.13,地下二樓
RPUOMLRLIIKGFDB38DA,坡道機械,0,20.13,地下二樓
RPTRPLOKQHKGFFB76DA,坡道平面,1000000,24.74,二樓含以上
RPOSMLQKIIKGFFB18DA,坡道平面,1000000,24.74,二樓含以上
RPXNQLOKQHKGFFB86DA,坡道平面,1000000,24.74,二樓含以上
RPUVMLMLIIKGFFB78DA,坡道平面,910000,24.74,地下三樓
RPWNMLQJJIKGFBB08DA,坡道平面,2000000,43.59,地下二樓
RPWOMLRJJIKGFFB68DA,坡道平面,1000000,24.74,地下二樓
RPPTMLQKIIKGFFB38DA,坡道平面,1000000,24.74,二樓含以上
RPQSMLQJJIKGFBB97DA,坡道平面,1700000,35.07,地下三樓
RPSSMLQJJIKGFBB18DA,坡道平面,1900000,43.59,地下二樓
RPPRMLQJJIKGFBB77DA,坡道平面,1900000,35.07,地下三樓
RPWPMLPKIIKGFBB18DA,坡道平面,1700000,35.07,地下三樓
RPWPMLPKIIKGFBB18DA,坡道平面,1800000,35.07,地下二樓
RPVRMLQJJIKGFBB38DA,坡道平面,1800000,43.59,地下四樓
RPRSMLQJJIKGFBB08DA,坡道平面,1800000,35.07,地下三樓
RPUSMLQJJIKGFBB38DA,坡道平面,1700000,35.07,地下三樓
RPWSMLQJJIKGFBB58DA,坡道平面,1700000,35.07,地下三樓
RPXSMLQJJIKGFBB68DA,坡道平面,1800000,43.59,地下四樓
RPTSMLQJJIKGFBB28DA,坡道平面,1900000,35.07,地下一樓
RPWWMLMLIIKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPSVMLMLIIKGFFB58DA,坡道平面,950000,24.74,地下三樓
RPTTMLQJJIKGFBB38DA,坡道平面,1800000,35.07,地下二樓
RPQTMLQJJIKGFBB08DA,坡道平面,1700000,35.07,地下三樓
RPQUMLQJJIKGFBB18DA,坡道平面,1800000,35.07,地下二樓
RPQUMLQJJIKGFBB18DA,坡道平面,1900000,35.07,地下二樓
RPUTMLQJJIKGFBB48DA,坡道平面,1900000,43.59,地下三樓
RPXTMLQJJIKGFBB78DA,坡道平面,1800000,43.59,地下四樓
RPVTMLQJJIKGFBB58DA,坡道平面,1700000,35.07,地下三樓
RPRUOLOKQHKGFFB76DA,坡道平面,950000,24.74,地下三樓
RPXWMLMLIIKGFFB56DA,坡道平面,1000000,24.74,地下二樓
RPQNPLOKQHKGFFB68DA,坡道平面,950000,24.74,地下三樓
RPWVMLQJJIKGFBB88DA,坡道平面,1900000,43.59,地下三樓
RPTNMLMJRHKGFKB98DA,坡道平面,1800000,27.19,地下二樓
RPTNMLTLQHKGFKB17DA,坡道平面,1850000,27.19,地下一樓
RPQWMLMLIIKGFFB48DA,坡道平面,950000,24.74,地下三樓
RPPOMLLKJIKGFKB97DA,坡道平面,1850000,27.19,地下一樓
RPXPMLTLIIKGFKB07DA,坡道平面,1800000,27.19,地下一樓
RPTOMLLKJIKGFKB38DA,坡道平面,1900000,27.19,地下一樓
RPTOMLNKJIKGFKB58DA,坡道平面,1800000,27.19,地下二樓
RPXOMLNKJIKGFKB98DA,坡道平面,2100000,27.19,地下一樓
RPXOMLNKJIKGFKB98DA,坡道平面,1900000,27.19,地下一樓
RPVNMLNKJIKGFKB68DA,坡道平面,1850000,27.19,地下一樓
RPTPMLNLQHKGFAB38DA,坡道平面,1800000,32.75,地下三樓
RPSOMLRLIIKGFAB87DA,坡道平面,1600000,39.53,地下四樓
RPQPMLNLQHKGFAB08DA,坡道平面,1800000,32.75,地下三樓
RPUNMLRLIIKGFAB97DA,坡道平面,1600000,39.53,地下四樓
RPVNMLSLIIKGFAB18DA,坡道平面,1600000,39.53,地下四樓
RPPOMLQJJIKGFAB37DA,坡道平面,1900000,39.53,地下一樓
RPXPMLRLIIKGFDB78DA,坡道機械,0,20.13,地下二樓
RPSRMLRLIIKGFDB48DA,坡道平面,0,29.78,地下一樓
RPPQQLLJRHKGFFB68DA,坡道平面,1000000,24.74,二樓含以上
RPSRMLQJJIKGFFB48DA,坡道平面,1000000,24.74,二樓含以上
RPUPMLOJRHKGFFB98DA,坡道平面,950000,24.74,地下三樓
RPVPQLLJRHKGFFB56DA,坡道平面,1050000,24.74,地下一樓
RPWNMLOLJIKGFKB98DA,坡道平面,1850000,27.19,地下一樓
RPXNMLOLJIKGFKB09DA,坡道平面,1750000,27.19,地下二樓
RPROMLLKJIKGFKB18DA,坡道平面,1800000,27.19,地下一樓
RPSOMLLKJIKGFKB28DA,坡道平面,1900000,27.19,地下一樓
RPTOMLRLJIKGFAB08DA,坡道平面,2000000,30.03,地下二樓
RPWQMLPLJIKGFBB48DA,坡道平面,1900000,43.59,地下三樓
RPVSMLKMIIKGFFB48DA,坡道平面,1050000,24.74,地下一樓
RPPOMLNJKIKGFCB37DA,坡道平面,1900000,31.75,地下五樓含以下
RPXQMLNKJIKGFFB68DA,坡道平面,1000000,24.74,二樓含以上
RPWQMLNKJIKGFFB58DA,坡道平面,950000,24.74,地下三樓
RPXVMLMLIIKGFFB09DA,坡道平面,950000,24.74,地下三樓
RPRTMLKMIIKGFFB18DA,坡道平面,960000,24.74,地下二樓
RPUQMLPLJIKGFBB28DA,坡道平面,2000000,43.59,地下三樓
RPOQMLNKJIKGFFB77DA,坡道平面,1000000,24.74,地下二樓
RPVNMLQLJIKGFKB09DA,坡道平面,1750000,27.19,地下二樓
RPOOMLQLJIKGFKB48DA,坡道平面,1800000,27.19,地下二樓
RPOPMLSLJIKGFBB87DA,坡道平面,1900000,43.59,地下三樓
RPWNRLMJQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPQORLMJQHKGFFB68DA,坡道平面,920000,24.74,地下二樓
RPOWQLMJQHKGFFB56DA,坡道平面,950000,24.74,地下三樓
RPUPMLPJJIKGFFB38DA,一樓平面,970000,24.74,一樓
RPOSRLMJQHKGFFB88DA,坡道平面,880000,24.74,二樓含以上
RPSOMLRLJIKGFFB48DA,坡道平面,1000000,24.74,二樓含以上
RPOOMLOJRHKGFBB87DA,坡道平面,1600000,24.79,地下一樓
RPOOMLMKJIKGFBB07DA,坡道平面,2700000,35.91,地下三樓
RPOOMLMKJIKGFBB07DA,坡道平面,2700000,35.91,地下三樓
RPSOMLMJRHKGFAB97DA,坡道平面,2250000,24.96,地下二樓
RPTPMLTKJIKGFFB78DA,坡道平面,1000000,24.74,二樓含以上
RPSNMLNLQHKGFAB08DA,坡道平面,1800000,32.75,地下三樓
RPQVMLMLIIKGFFB38DA,坡道平面,910000,24.74,二樓含以上
RPXQQLMJQHKGFFB86DA,一樓平面,1050000,24.74,一樓
RPPQMLTKJIKGFFB48DA,坡道平面,920000,24.74,地下二樓
RPWPMLTKJIKGFFB09DA,坡道平面,1000000,24.74,地下二樓
RPVUOLOKQHKGFFB17DA,坡道平面,910000,24.74,二樓含以上
RPSUQLMJQHKGFFB76DA,坡道平面,970000,24.74,地下一樓
RPWVOLOKQHKGFFB37DA,坡道平面,1000000,24.74,二樓含以上
RPPUPLOKQHKGFFB66DA,坡道平面,1000000,24.74,二樓含以上
RPPOQLOKQHKGFFB78DA,坡道平面,970000,24.74,地下一樓
RPTSPLOKQHKGFFB86DA,一樓平面,930000,24.74,一樓
RPTRMLLKRHKGFFB88DA,坡道機械,900000,12.59,地下一樓
RPWUPLOKQHKGFFB37DA,坡道平面,1000000,24.74,二樓含以上
RPUNMLSKRHKGFHB86DA,坡道平面,1550000,28.17,地下二樓
RPXPMLTKJIKGFFB56DA,坡道平面,950000,24.74,二樓含以上
RPXUPLOKQHKGFFB47DA,坡道平面,950000,24.74,二樓含以上
RPORPLOKQHKGFFB88DA,坡道平面,870000,24.74,地下三樓
RPPNPLOKQHKGFFB58DA,坡道平面,950000,24.74,地下三樓
